id,coi_check,coi_check_oi,paper_set
journal.pstr.0000198,"It also highlights the role of corporate governance, stakeholder pressure, and financial performance in shaping decarbonization trajectories, mainly in economies characterized by fragmented regulation and weak disclosure norms. Targets may signal decarbonization intent but are filtered through sector-specific feasibility, capital availability, and disclosure norms. The National Policy on Climate Change (PNMC), enacted in 2009, introduced sectoral goals but relies heavily on voluntary disclosure. Early studies predominantly employed cross-sectional regressions to examine associations between carbon disclosure and financial outcomes [37,38]. Alternative methods have been explored to capture commitment credibility and transition risks, including structural equation models and event studies on market response to climate disclosures [42,43]. Targets may signal decarbonization intent but are filtered through sector-specific feasibility, capital availability, and disclosure norms. The National Policy on Climate Change (PNMC), enacted in 2009, introduced sectoral goals but relies heavily on voluntary disclosure. Early studies predominantly employed cross-sectional regressions to examine associations between carbon disclosure and financial outcomes [37,38]. Alternative methods have been explored to capture commitment credibility and transition risks, including structural equation models and event studies on market response to climate disclosures [42,43]. The National Policy on Climate Change (PNMC), enacted in 2009, introduced sectoral goals but relies heavily on voluntary disclosure. Early studies predominantly employed cross-sectional regressions to examine associations between carbon disclosure and financial outcomes [37,38]. Alternative methods have been explored to capture commitment credibility and transition risks, including structural equation models and event studies on market response to climate disclosures [42,43]. We acknowledge that reliance on self-reported emissions and climate pledges introduces risks of underreporting, inconsistencies, or strategic disclosure. This approach is consistent with best practices in econometrics and allows us to control for unobserved firm-level characteristics, such as management practices or industry-specific disclosure norms [50]. We acknowledge that reliance on self-reported emissions and climate pledges introduces risks of underreporting, inconsistencies, or strategic disclosure. This approach is consistent with best practices in econometrics and allows us to control for unobserved firm-level characteristics, such as management practices or industry-specific disclosure norms [50]. Yet, 57% of firms did not report such targets, and 81% remained misaligned with the 1.5°C pathway, based on self-reported disclosures for 2022/2023. Yet, 57% of firms did not report such targets, and 81% remained misaligned with the 1.5°C pathway, based on self-reported disclosures for 2022/2023. The regulatory environment is evolving, with stricter environmental laws, climate disclosure requirements, and international trade barriers tied to carbon intensity. The regulatory environment is evolving, with stricter environmental laws, climate disclosure requirements, and international trade barriers tied to carbon intensity. Regulatory frameworks must move beyond voluntary disclosures to enforce standardized, auditable emissions reporting, particularly for Scope 3, which remains vastly underreported. The pathway to 1.5°C depends on aligning financial incentives, disclosure norms, and regulatory enforcement.",NA,../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000016,NA,"Such methodologies inherently value and uphold the legitimacy and relevance of multiple ways of knowing [114] and diverse and sometimes conflicting interests [115].

Such methodologies inherently value and uphold the legitimacy and relevance of multiple ways of knowing [114] and diverse and sometimes conflicting interests [115].",../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000075,NA,"Since societal-challenge-led missions typically require transformation of existing socio-technical systems [9,12,20], mission goals often oppose expectations and visions of regime actors, leading to conflict with powerful vested interests [47]. This inherent conflict, and struggle with inclusivity, social learning, and regime persistence needs to be considered in inclusive deliberation methods employed in the mission arena and might require excluding powerful vested interests, as fundamental conflict affects collective sense-making processes and mission formulation outcomes [47,49,58–60].

Since societal-challenge-led missions typically require transformation of existing socio-technical systems [9,12,20], mission goals often oppose expectations and visions of regime actors, leading to conflict with powerful vested interests [47]. This inherent conflict, and struggle with inclusivity, social learning, and regime persistence needs to be considered in inclusive deliberation methods employed in the mission arena and might require excluding powerful vested interests, as fundamental conflict affects collective sense-making processes and mission formulation outcomes [47,49,58–60].

Since societal-challenge-led missions typically require transformation of existing socio-technical systems [9,12,20], mission goals often oppose expectations and visions of regime actors, leading to conflict with powerful vested interests [47]. This inherent conflict, and struggle with inclusivity, social learning, and regime persistence needs to be considered in inclusive deliberation methods employed in the mission arena and might require excluding powerful vested interests, as fundamental conflict affects collective sense-making processes and mission formulation outcomes [47,49,58–60].",../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000158,NA,"Funds for wolf monitoring are allocated for multiple reasons: wolves are a conflict-prone and controversial species, sometimes intensively hunted, potentially vulnerable to the impacts of some infrastructure development, so management agencies, interest groups and the broader public want to know how many wolves there are and where.

Complex socio-political conflicts regarding wolves stem from disagreements between diverse interest groups, stakeholders or segments of the public, where controversy about wolf management becomes symbolic for deeper divisions around value systems, power, influence, class, knowledge, education, human activity and the very nature of the human-nature relationship [33,66,67].

Funds for wolf monitoring are allocated for multiple reasons: wolves are a conflict-prone and controversial species, sometimes intensively hunted, potentially vulnerable to the impacts of some infrastructure development, so management agencies, interest groups and the broader public want to know how many wolves there are and where.

Complex socio-political conflicts regarding wolves stem from disagreements between diverse interest groups, stakeholders or segments of the public, where controversy about wolf management becomes symbolic for deeper divisions around value systems, power, influence, class, knowledge, education, human activity and the very nature of the human-nature relationship [33,66,67].",../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000185,NA,"Nonetheless, engaging local communities effectively can be challenging when there are conflicting interests, for instance community vs sustainability benefits [13], insufficient local capacity, or a lack of trust in external stakeholders [65,120,121].

Nonetheless, engaging local communities effectively can be challenging when there are conflicting interests, for instance community vs sustainability benefits [13], insufficient local capacity, or a lack of trust in external stakeholders [65,120,121].

Nonetheless, engaging local communities effectively can be challenging when there are conflicting interests, for instance community vs sustainability benefits [13], insufficient local capacity, or a lack of trust in external stakeholders [65,120,121].",../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000012,NA,"In terms of interest of stakeholder groups, qualitative interviews showed that GOs had similar interests to those in the focal landscape, but distinct key interests of many GOs were related to intensifying food production–e.g., facilitating surplus production for household and national food self-sufficiency, increasing revenue, competitive food crops market, protection of smallholders, or sustainable landscape management.

In terms of interest of stakeholder groups, qualitative interviews showed that GOs had similar interests to those in the focal landscape, but distinct key interests of many GOs were related to intensifying food production–e.g., facilitating surplus production for household and national food self-sufficiency, increasing revenue, competitive food crops market, protection of smallholders, or sustainable landscape management.

In terms of interest of stakeholder groups, qualitative interviews showed that GOs had similar interests to those in the focal landscape, but distinct key interests of many GOs were related to intensifying food production–e.g., facilitating surplus production for household and national food self-sufficiency, increasing revenue, competitive food crops market, protection of smallholders, or sustainable landscape management.",../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000012,NA,"First, at the local scale, the presence of stakeholders with competing economic interests and unequal power could jeopardize social equity—that is, it may lead to highly uneven distributions of the costs and benefits of landscape change among the different interested and influencing stakeholders.

First, at the local scale, the presence of stakeholders with competing economic interests and unequal power could jeopardize social equity—that is, it may lead to highly uneven distributions of the costs and benefits of landscape change among the different interested and influencing stakeholders.",../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000053,NA,"In the same way, when the market shifts from competitive towards a monopolized one, barriers to entering the market occur, and controlled amount of market transactions (lower level of investments) causing capital prices to rise steeply (rents and interests).",../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000053,NA,"In the same way, when the market shifts from competitive towards a monopolized one, barriers to entering the market occur, and controlled amount of market transactions (lower level of investments) causing capital prices to rise steeply (rents and interests).",../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000070,NA,"While some SDGs showed negative temporal correlations (i.e., growing search volume for one SDG coincided with a decrease for the other SDG, and vice-versa) between SDGs before the pandemic, which can be associated with competition for public attention, no negative correlations were observed after the COVID-19 pandemic, which may be explained by a more integrated view of the SDGS and better synergy between interest in the different goals.

Specifically, we identified multiple breakpoints in the time-series associated with decreasing search interest immediately before or overlapping with the declaration of the COVID-19 pandemic for seven of the seventeen SDGs (Fig 3).",../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000075,NA,"This case study showed that the mission arena took an outside, managerial type of mission governance approach [37] relying on existing, national, and sector-specific industry networks whose principal interest was to maintain the Dutch maritime sector’s competitiveness.

Second, vested interests striving for economic competitiveness of sectors affected by the mission favor a ‘mission accelerator approach’ that focuses on technological development supported by public policy support [10,11,33] and neglects destabilizing and social solutions necessary for missions that are inherently transformative, like most sustainability missions.

This case study showed that the mission arena took an outside, managerial type of mission governance approach [37] relying on existing, national, and sector-specific industry networks whose principal interest was to maintain the Dutch maritime sector’s competitiveness.

Second, vested interests striving for economic competitiveness of sectors affected by the mission favor a ‘mission accelerator approach’ that focuses on technological development supported by public policy support [10,11,33] and neglects destabilizing and social solutions necessary for missions that are inherently transformative, like most sustainability missions.",../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000102,NA,"In this study, trustworthiness is defined by five dimensions based on the literature, namely: Competence (skilled people, competent, doing a good job), Care (listening to concerns, acting in public interest) Openness/Transparency (being honest, being sufficiently open and providing relevant information), Reliability (being reliable, to be sure of someone) and skeptical attitude (being skeptic about something/someone) [14,18,19].

In this study, trustworthiness is defined by five dimensions based on the literature, namely: Competence (skilled people, competent, doing a good job), Care (listening to concerns, acting in public interest) Openness/Transparency (being honest, being sufficiently open and providing relevant information), Reliability (being reliable, to be sure of someone) and skeptical attitude (being skeptic about something/someone) [14,18,19].",../_papers/plos_sustainability_and_transformation.rds
journal.pstr.0000151,NA,"Coexistence Committees could help design incentive programs, for example, whereby collaborative groups representing diverse interests compete for funding and certification schemes based on their ability to meet and sustain coexistence criteria.

Coexistence Committees could help design incentive programs, for example, whereby collaborative groups representing diverse interests compete for funding and certification schemes based on their ability to meet and sustain coexistence criteria.",../_papers/plos_sustainability_and_transformation.rds
journal.pwat.0000069,NA,"Water suppliers face an interest conflict [1] between human water demands for urban, agricultural, industrial, and energy production versus ecological demands for maintaining healthy aquatic habitat.

Water suppliers face an interest conflict [1] between human water demands for urban, agricultural, industrial, and energy production versus ecological demands for maintaining healthy aquatic habitat.",../_papers/plos_water.rds
journal.pwat.0000084,NA,"As current urban water problems become increasingly multi-scale, complex, and uncertain, shifting away from the previous predominately technocratic approach is critical to addressing the rising conflicts among different users and interests [22–24].",../_papers/plos_water.rds
journal.pwat.0000116,NA,"Moreover, three experts stated that it was impossible to calm conflicts and that they were obliged to expropriate: ""In the long run, it will be done, but it will be painful"" (works engineer, river union); ""The only solution for the moment is to expropriate"" (facilitator, OFB); ""once the project is declared to be of public interest, that is what justifies the right to expropriate"" (works engineer, river union).

Moreover, three experts stated that it was impossible to calm conflicts and that they were obliged to expropriate: ""In the long run, it will be done, but it will be painful"" (works engineer, river union); ""The only solution for the moment is to expropriate"" (facilitator, OFB); ""once the project is declared to be of public interest, that is what justifies the right to expropriate"" (works engineer, river union).",../_papers/plos_water.rds
journal.pwat.0000217,NA,"Target populations: all countries and communities affected by or at-risk of humanitarian crises (conflict, displacement, complex emergencies, disasters triggered by natural hazards, climate-induced shocks, and WASH-related disease outbreaks)",../_papers/plos_water.rds
journal.pwat.0000417,NA,"Addressing such conflicts preemptively, during non-crisis periods, allows for more constructive dialogue, enabling stakeholders to better understand differing interests and values, and to identify mutually-agreeable improvements to existing systems [72].

Addressing such conflicts preemptively, during non-crisis periods, allows for more constructive dialogue, enabling stakeholders to better understand differing interests and values, and to identify mutually-agreeable improvements to existing systems [72].

Addressing such conflicts preemptively, during non-crisis periods, allows for more constructive dialogue, enabling stakeholders to better understand differing interests and values, and to identify mutually-agreeable improvements to existing systems [72].",../_papers/plos_water.rds
journal.pwat.0000094,NA,"Of interest is that significant antimicrobial-producing plants potentially exert stronger selective pressures on soil microbial communities, encouraging the proliferation of hardier microbiota with an enhanced competitive advantage over introduced faecal microbes.",../_papers/plos_water.rds
journal.pwat.0000379,NA,"Driven by self-interest, water vendors compete to offer better prices, quality, and convenience, ultimately benefiting the community by ensuring continued access to water.

This creates a competitive market where producers vie to offer high-quality goods to maximize their self-interest, while buyers compete to acquire products at the lowest possible cost to maximize theirs [22,26].

However, it’s important to recognize limitations, as unfettered self-interest can sometimes lead to negative consequences like unfair competition [23].

However, it’s important to recognize limitations, as unfettered self-interest can sometimes lead to negative consequences like unfair competition [23].",../_papers/plos_water.rds
